Dataset identifier code,Start Date,End Date,All aged 16 & over level,Total economically active level,Total in employment level,Unemployed level,Economically inactive level,Economic activity rate,Employment rate,Unemployment rate,Economic inactivity rate
Jul-Sep 2000,2000-07-01,2000-09-30,46226431.0,29102959.326998554,27555105.45640117,1547853.870597386,17123471.673001446,62.95740055510354,59.60898313002181,5.318544596121041,37.04259944489646
Aug-Oct 2000,2000-08-01,2000-10-31,46253752.0,29098779.051693432,27527876.815441824,1570902.2362516066,17154972.948306568,62.91117540409139,59.5149055485095,5.39851597711687,37.088824595908605
Sep-Nov 2000,2000-09-01,2000-11-30,46280765.0,29055889.01722686,27516186.385874294,1539702.6313525666,17224875.982773148,62.78178205832782,59.4549082883014,5.299106939869218,37.2182179416722
Oct-Dec 2000,2000-10-01,2000-12-31,46307056.0,29068074.318554297,27548559.164108567,1519515.1544457339,17238981.681445703,62.77245160770811,59.49106150066756,5.227436595192065,37.22754839229189
Nov-Jan 2001,2000-11-01,2001-01-31,46333943.0,29141728.122350175,27637281.019279577,1504447.1030706037,17192214.877649825,62.89498850195023,59.648023090285186,5.162518491539875,37.10501149804977
Dec-Feb 2001,2000-12-01,2001-02-28,46360557.0,29133799.45540392,27617592.145564884,1516207.3098390386,17226757.54459608,62.84178047171418,59.571312194469286,5.204289650445173,37.15821952828583
Jan-Mar 2001,2001-01-01,2001-03-31,46386345.0,29104630.383936033,27623322.892660484,1481307.4912755482,17281714.61606397,62.7439613617672,59.55054853461829,5.089593895317561,37.25603863823281
Feb-Apr 2001,2001-02-01,2001-04-30,46413795.0,29122485.199149735,27663341.704488993,1459143.4946607384,17291309.80085027,62.74532215939191,59.601551014065954,5.010367366255335,37.254677840608096
Mar-May 2001,2001-03-01,2001-05-31,46440225.0,29129889.974772193,27699322.7299717,1430567.2448004954,17310335.025227807,62.72555736922505,59.645108803783145,4.91099432932782,37.27444263077495
Apr-Jun 2001,2001-04-01,2001-06-30,46467158.0,29174260.608190466,27706573.326497246,1467687.2816932183,17292897.391809534,62.78468893705629,59.62614138462534,5.030760852534427,37.21531106294371
May-Jul 2001,2001-05-01,2001-07-31,46493745.0,29171466.55264783,27699392.13890952,1472074.4137383094,17322278.447352175,62.74277658779225,59.57659925847987,5.046281821592862,37.25722341220776
Jun-Aug 2001,2001-06-01,2001-08-31,46514391.0,29201467.948201556,27718734.53399504,1482733.414206515,17312923.05179844,62.77942658262806,59.591739111439814,5.077598896180946,37.220573417371924
Jul-Sep 2001,2001-07-01,2001-09-30,46540603.0,29202759.871448472,27715409.386393026,1487350.4850554457,17337843.12855153,62.746844666899726,59.55103200186947,5.093184656528398,37.25315533310029
Aug-Oct 2001,2001-08-01,2001-10-31,46567840.0,29222552.681230016,27735069.728108965,1487482.9531210472,17345287.318769984,62.75264792446894,59.558419991369504,5.0901882848738085,37.24735207553106
Sep-Nov 2001,2001-09-01,2001-11-30,46594064.0,29282167.874862283,27786900.28935182,1495267.5855104662,17311896.125137713,62.84527547299219,59.63613796244908,5.106410126123555,37.1547245270078
Oct-Dec 2001,2001-10-01,2001-12-31,46621365.0,29322581.100261755,27802935.350186475,1519645.7500752779,17298783.899738245,62.89515783216933,59.63560987582941,5.182510178347541,37.10484216783066
Nov-Jan 2002,2001-11-01,2002-01-31,46648036.0,29287470.875886813,27769291.816570755,1518179.0593160584,17360565.124113187,62.7839313018169,59.52939115501188,5.183715131121197,37.21606869818311
Dec-Feb 2002,2001-12-01,2002-02-28,46674550.0,29288739.954213727,27781095.313447714,1507644.6407660113,17385810.045786276,62.75098518188976,59.52086375433232,5.147523051940337,37.24901481811025
Jan-Mar 2002,2002-01-01,2002-03-31,46701062.0,29311820.648158275,27796731.51660583,1515089.1315524462,17389241.35184172,62.764783910392175,59.52055547817271,5.168867364940166,37.23521608960782
Feb-Apr 2002,2002-02-01,2002-04-30,46727706.0,29378519.18428333,27856185.644931644,1522333.5393516866,17349186.81571667,62.87173435024466,59.61385231479509,5.181791259806218,37.12826564975535
Mar-May 2002,2002-03-01,2002-05-31,46755460.0,29430181.82356268,27887863.772480182,1542318.0510825037,17325278.17643731,62.94490915833719,59.64621837210068,5.240599804407861,37.05509084166279
Apr-Jun 2002,2002-04-01,2002-06-30,46781957.0,29452391.3182508,27932867.610923458,1519523.7073273403,17329565.681749195,62.95673205430632,59.70863427308836,5.1592541023510545,37.04326794569367
May-Jul 2002,2002-05-01,2002-07-31,46807808.0,29434412.04782822,27907566.418469753,1526845.6293584658,17373395.952171788,62.883551495998745,59.621605050315004,5.1872808836048145,37.11644850400127
Jun-Aug 2002,2002-06-01,2002-08-31,46834574.0,29487718.463093914,27948637.531059656,1539080.9320342555,17346855.536906086,62.96143200340397,59.67522525359077,5.219396454698693,37.038567996596036
Jul-Sep 2002,2002-07-01,2002-09-30,46860821.0,29500901.31667623,27934872.88593042,1566028.43074581,17359919.68332377,62.954298894328446,59.612427374950215,5.308408763296217,37.045701105671554
Aug-Oct 2002,2002-08-01,2002-10-31,46887861.0,29568452.387378544,28022803.155567907,1545649.231810633,17319408.612621456,63.06206288100569,59.76558230192652,5.227359252898883,36.937937118994306
Sep-Nov 2002,2002-09-01,2002-11-30,46913413.0,29590749.803123496,28059107.275257513,1531642.5278659796,17322663.196876504,63.0752441804298,59.810415574022535,5.176085560712304,36.9247558195702
Oct-Dec 2002,2002-10-01,2002-12-31,46940332.0,29625502.879882798,28109759.102567658,1515743.777315139,17314829.1201172,63.11310895688338,59.884022768666526,5.1163478421303195,36.88689104311661
Nov-Jan 2003,2002-11-01,2003-01-31,46967166.0,29561049.790696777,28080608.135033727,1480441.6556630486,17406116.209303223,62.93982010900291,59.787742217688255,5.008082142363434,37.06017989099709
Dec-Feb 2003,2002-12-01,2003-02-28,46993338.0,29574720.03039986,28058149.657106675,1516570.37329318,17418617.96960014,62.93385677433652,59.706653860397566,5.1279280809228185,37.06614322566348
Jan-Mar 2003,2003-01-01,2003-03-31,47019688.0,29630203.286334,28099358.66942042,1530844.6169135782,17389484.713666003,63.01658846892817,59.7608360766248,5.166500553911597,36.983411531071845
Feb-Apr 2003,2003-02-01,2003-04-30,47045757.0,29659110.172206882,28141658.330504317,1517451.8417025693,17386646.82779312,63.04311390335771,59.81763314065564,5.116309400018856,36.9568860966423
Mar-May 2003,2003-03-01,2003-05-31,47072564.0,29684204.311765328,28198578.562195387,1485625.7495699404,17388359.688234672,63.060521436149784,59.904488232668584,5.004768643844406,36.939478563850216
Apr-Jun 2003,2003-04-01,2003-06-30,47098620.0,29693111.669859007,28226348.935717538,1466762.7341414704,17405508.330140997,63.04454710108068,59.93030992355517,4.939740740039574,36.95545289891932
May-Jul 2003,2003-05-01,2003-07-31,47125448.0,29741830.184562996,28235665.243562795,1506164.9410002034,17383617.815437004,63.11203701355369,59.9159614218687,5.064129986802068,36.88796298644631
Jun-Aug 2003,2003-06-01,2003-08-31,47155430.0,29732187.775925543,28228396.601360314,1503791.1745652286,17423242.224074453,63.05146146673998,59.86245189866853,5.057788501466629,36.94853853326002
Jul-Sep 2003,2003-07-01,2003-09-30,47186051.0,29757956.52822304,28255599.77072992,1502356.7574931171,17428094.47177696,63.0651556923529,59.88125552343831,5.048588454211403,36.934844307647104
Aug-Oct 2003,2003-08-01,2003-10-31,47216308.0,29757985.61891132,28284903.1470427,1473082.471868617,17458322.381088685,63.024804097159226,59.90494459465721,4.950208964858384,36.97519590284079
Sep-Nov 2003,2003-09-01,2003-11-30,47246776.0,29756575.200432576,28295393.43804411,1461181.7623884655,17490200.799567424,62.98117611333433,59.88851691815778,4.910450051950951,37.01882388666567
Oct-Dec 2003,2003-10-01,2003-12-31,47277072.0,29761522.106860794,28304348.153441265,1457173.9534195252,17515549.893139206,62.95128028838333,59.869080203277534,4.896167434539946,37.04871971161667
Nov-Jan 2004,2003-11-01,2004-01-31,47306928.0,29840819.32771969,28399232.461287506,1441586.8664321802,17466108.67228031,63.07917378976645,60.03186776636079,4.830922538018464,36.92082621023354
Dec-Feb 2004,2003-12-01,2004-02-29,47337558.0,29874414.8604546,28438291.06762554,1436123.7928290605,17463143.139545396,63.10932824302977,60.07553466874135,4.807203085105737,36.890671756970214
Jan-Mar 2004,2004-01-01,2004-03-31,47367884.0,29893603.60032291,28459457.07060832,1434146.5297145904,17474280.39967709,63.10943423253382,60.0817572315629,4.79750300060545,36.890565767466185
Feb-Apr 2004,2004-02-01,2004-04-30,47398436.0,29886865.659715593,28449446.19655855,1437419.463157046,17511570.340284403,63.05453973147045,60.02190915446778,4.809535665342582,36.945460268529544
Mar-May 2004,2004-03-01,2004-05-31,47428870.0,29900213.920000076,28465597.902369067,1434616.0176310106,17528656.079999924,63.042222848657524,60.01744908189689,4.798012554256023,36.95777715134247
Apr-Jun 2004,2004-04-01,2004-06-30,47459466.0,29907460.607249446,28470351.932489127,1437108.674760325,17552005.392750554,63.016850225936906,59.98877427843189,4.805184544527916,36.9831497740631
May-Jul 2004,2004-05-01,2004-07-31,47488384.0,29887112.60971977,28464040.82669855,1423071.783021218,17601271.39028023,62.9356278152564,59.93895439082229,4.761489681537226,37.064372184743604
Jun-Aug 2004,2004-06-01,2004-08-31,47529110.0,29885016.364830386,28480156.65390276,1404859.7109276243,17644093.635169618,62.87729007513582,59.921502115025426,4.700883191019118,37.12270992486419
Jul-Sep 2004,2004-07-01,2004-09-30,47569521.0,29919380.442084864,28518043.80946953,1401336.6326153297,17650140.557915136,62.89611459843134,59.95024379049251,4.683708726281635,37.103885401568654
Aug-Oct 2004,2004-08-01,2004-10-31,47609795.0,29941114.050637178,28544478.22129467,1396635.8293425085,17668680.949362822,62.88855906780775,59.95505383145353,4.664608761652897,37.11144093219226
Sep-Nov 2004,2004-09-01,2004-11-30,47650303.0,30033817.963839445,28626955.583512314,1406862.3803271342,17616485.03616056,63.02964739560931,60.07717429102668,4.684260862275282,36.9703526043907
Oct-Dec 2004,2004-10-01,2004-12-31,47689379.0,30096589.353153296,28673352.000316925,1423237.3528363733,17592789.646846708,63.1096273095804,60.12523669120733,4.728899132510033,36.89037269041962
Nov-Jan 2005,2004-11-01,2005-01-31,47730406.0,30151657.9894498,28726332.221911587,1425325.7675382122,17578748.010550197,63.17075532407957,60.18455452046979,4.727188694024521,36.829244675920414
Dec-Feb 2005,2004-12-01,2005-02-28,47770598.0,30240514.995636515,28793883.896669716,1446631.098966797,17530083.004363485,63.30361406745738,60.275326460576686,4.783751530605664,36.69638593254262
Jan-Mar 2005,2005-01-01,2005-03-31,47811096.0,30204969.502719216,28788561.42089032,1416408.081828897,17606126.49728078,63.17564755829738,60.213138433158534,4.689321343964224,36.824352441702615
Feb-Apr 2005,2005-02-01,2005-04-30,47851061.0,30178954.73399865,28759234.629662216,1419720.1043364361,17672106.266001347,63.06851740235948,60.101561028421536,4.704338227914252,36.93148259764051
Mar-May 2005,2005-03-01,2005-05-31,47891168.0,30215253.26062364,28779608.409634903,1435644.8509887368,17675914.73937636,63.0914937397719,60.093770128210075,4.751391089147883,36.9085062602281
Apr-Jun 2005,2005-04-01,2005-06-30,47931556.0,30239628.61685767,28802170.418248728,1437458.1986089447,17691927.38314233,63.08918620721946,60.09020532996827,4.75355771336294,36.910813792780544
May-Jul 2005,2005-05-01,2005-07-31,47971890.0,30278551.208931908,28854918.85720879,1423632.3517231208,17693338.791068092,63.11727807458056,60.14963941843606,4.7017849100493345,36.88272192541943
Jun-Aug 2005,2005-06-01,2005-08-31,48007525.0,30326794.683124125,28906493.062272117,1420301.6208520099,17680730.316875875,63.17091889891038,60.21242099498384,4.683322572307193,36.82908110108962
Jul-Sep 2005,2005-07-01,2005-09-30,48043611.0,30365202.730615932,28928284.12370615,1436918.6069097812,17678408.26938407,63.20341476958493,60.21255172452826,4.7321225537578835,36.796585230415076
Aug-Oct 2005,2005-08-01,2005-10-31,48078579.0,30412998.36697776,28913082.91384332,1499915.453134438,17665580.63302224,63.25685783470797,60.137141145214215,4.931823673008962,36.743142165292035
Sep-Nov 2005,2005-09-01,2005-11-30,48114547.0,30418104.63541765,28880455.57478059,1537649.0606370615,17696442.36458235,63.22018294262991,60.024373865102774,5.055045602173,36.77981705737009
Oct-Dec 2005,2005-10-01,2005-12-31,48150164.0,30446886.724294636,28879946.906151243,1566939.8181433957,17703277.275705367,63.23319423023074,59.97891701085638,5.146469760052938,36.76680576976927
Nov-Jan 2006,2005-11-01,2006-01-31,48186066.0,30484955.260117143,28934231.732657865,1550723.5274592815,17701110.739882857,63.26508426754975,60.04688519842617,5.086848624928317,36.73491573245024
Dec-Feb 2006,2005-12-01,2006-02-28,48221177.0,30571701.88326281,28987688.840366572,1584013.0428962368,17649475.11673719,63.39891264633132,60.114021771734386,5.1813047534767485,36.60108735366868
Jan-Mar 2006,2006-01-01,2006-03-31,48257329.0,30652507.00182849,29048141.947576344,1604365.0542521523,17604821.99817151,63.518863635881075,60.194259710429364,5.234041881652448,36.481136364118925
Feb-Apr 2006,2006-02-01,2006-04-30,48292252.0,30717547.449157827,29084601.88430955,1632945.5648482796,17574704.55084217,63.60761028323514,60.22622818316601,5.316002417025809,36.39238971676485
Mar-May 2006,2006-03-01,2006-05-31,48328139.0,30727478.036690682,29063135.545286216,1664342.4914044638,17600660.96330932,63.58092546599132,60.13708813676069,5.416463041376603,36.419074534008686
Apr-Jun 2006,2006-04-01,2006-06-30,48363619.0,30790506.379464194,29105642.54683549,1684863.8326287055,17573112.620535806,63.664603716823166,60.180861458766124,5.472023785073018,36.335396283176834
May-Jul 2006,2006-05-01,2006-07-31,48399646.0,30837865.81500478,29140010.090789795,1697855.724214987,17561780.18499521,63.71506480647561,60.20707277650295,5.505749763619703,36.284935193524376
Jun-Aug 2006,2006-06-01,2006-08-31,48439691.0,30913671.95718548,29223628.269078277,1690043.6881072042,17526019.04281452,63.81888760848099,60.32992297386512,5.466978139794795,36.18111239151901
Jul-Sep 2006,2006-07-01,2006-09-30,48480772.0,30876871.08219858,29183471.460831225,1693399.6213673535,17603900.91780142,63.68890141064292,60.19597101471739,5.484362767390793,36.31109858935708
Aug-Oct 2006,2006-08-01,2006-10-31,48520374.0,30880472.803798266,29189422.47010959,1691050.333688675,17639901.19620173,63.64434207328712,60.159104441588994,5.4761154223023345,36.35565792671287
Sep-Nov 2006,2006-09-01,2006-11-30,48560362.0,30877050.7736824,29203534.79601559,1673515.9776668078,17683311.2263176,63.58488590690984,60.13862663547606,5.419934662585082,36.41511409309016
Oct-Dec 2006,2006-10-01,2006-12-31,48601593.0,30914926.364972588,29214246.82126686,1700679.5437057316,17686666.635027416,63.608874641151345,60.1096487130923,5.5011599368796995,36.39112535884866
Nov-Jan 2007,2006-11-01,2007-01-31,48641380.0,30904581.340573296,29201687.401578616,1702893.9389946808,17736798.6594267,63.535576787856954,60.034660615259305,5.51016666502783,36.46442321214304
Dec-Feb 2007,2006-12-01,2007-02-28,48682257.0,30883113.910686255,29175388.431731112,1707725.4789551422,17799143.08931374,63.43813087935971,59.93022967635028,5.529641485939119,36.56186912064028
Jan-Mar 2007,2007-01-01,2007-03-31,48721783.0,30897609.373673953,29193979.334706604,1703630.038967345,17824173.626326047,63.416417608678145,59.919767991057725,5.513792404984279,36.583582391321855
Feb-Apr 2007,2007-02-01,2007-04-30,48762287.0,30924338.883473113,29232046.477438584,1692292.4060345308,17837948.116526887,63.41855722122531,59.94806289015645,5.472364057357237,36.58144277877469
Mar-May 2007,2007-03-01,2007-05-31,48802703.0,30984091.587023005,29314295.95541625,1669795.631606752,17818611.412976995,63.488474372050675,60.066951528107474,5.389203123534881,36.511525627949325
Apr-Jun 2007,2007-04-01,2007-06-30,48842722.0,30979704.241633482,29322143.185113713,1657561.0565197652,17863017.758366518,63.427472862043764,60.0338023444183,5.350474115541027,36.57252713795623
May-Jul 2007,2007-05-01,2007-07-31,48883495.0,30996687.834242806,29351896.85396836,1644790.9802744505,17886807.165757194,63.40931194515205,60.04459553059445,5.306344307075962,36.590688054847945
Jun-Aug 2007,2007-06-01,2007-08-31,48922680.0,31020293.633118562,29375656.75792204,1644636.8751965251,17902386.366881438,63.40677500316533,60.04506858152914,5.301809501379581,36.59322499683467
Jul-Sep 2007,2007-07-01,2007-09-30,48961970.0,31069470.80326905,29419618.55765876,1649852.2456102925,17892499.19673095,63.456333156670475,60.08667248817554,5.310203884891078,36.543666843329525
Aug-Oct 2007,2007-08-01,2007-10-31,49001352.0,31099808.81824772,29470433.943434693,1629374.8748130281,17901543.181752283,63.4672464103597,60.142083311159844,5.239179714368525,36.53275358964031
Sep-Nov 2007,2007-09-01,2007-11-30,49040301.0,31159273.786338538,29526722.773159154,1632551.0131793856,17881027.21366146,63.53809652664763,60.20909776463067,5.239374397407044,36.46190347335237
Oct-Dec 2007,2007-10-01,2007-12-31,49079242.0,31183896.7783366,29575856.489499748,1608040.288836854,17895345.2216634,63.53785329108506,60.26143698286894,5.156636773996626,36.46214670891494
Nov-Jan 2008,2007-11-01,2008-01-31,49118726.0,31230887.644511864,29614017.081346646,1616870.5631652195,17887838.355488144,63.58244642687162,60.29068645092026,5.177152124426885,36.417553573128394
Dec-Feb 2008,2007-12-01,2008-02-29,49158006.0,31297511.34044248,29675909.74942851,1621601.5910139666,17860494.659557525,63.66717018676974,60.36841638659736,5.181247714474159,36.33282981323027
Jan-Mar 2008,2008-01-01,2008-03-31,49196984.0,31306048.05163393,29683561.392152242,1622486.6594816956,17890935.94836607,63.63407978756164,60.33614050843491,5.182662010885831,36.36592021243836
Feb-Apr 2008,2008-02-01,2008-04-30,49236531.0,31373059.487101734,29705812.559519432,1667246.927582305,17863471.512898263,63.719069662120866,60.33287064744556,5.314263112489086,36.28093033787913
Mar-May 2008,2008-03-01,2008-05-31,49275874.0,31373321.898100562,29748614.83501459,1624707.0630859714,17902552.101899434,63.66872741435405,60.37156202447995,5.178626185531013,36.331272585645934
Apr-Jun 2008,2008-04-01,2008-06-30,49314809.0,31401849.628793262,29721697.310264096,1680152.318529159,17912959.37120674,63.676307919581035,60.269314457375465,5.350488389666635,36.32369208041897
May-Jul 2008,2008-05-01,2008-07-31,49354393.0,31419704.928970948,29695790.4200624,1723914.5089085419,17934688.07102905,63.6614149605101,60.16848473865822,5.486730422216614,36.33858503948989
Jun-Aug 2008,2008-06-01,2008-08-31,49387171.0,31405003.47392744,29611885.363931306,1793118.1099961316,17982167.526072565,63.589395460467735,59.95865882646185,5.709657416483923,36.41060453953227
Jul-Sep 2008,2008-07-01,2008-09-30,49419279.0,31419960.411196552,29580175.113325864,1839785.2978706807,17999318.588803448,63.57834644086279,59.855537579424954,5.855466632653904,36.42165355913721
Aug-Oct 2008,2008-08-01,2008-10-31,49452663.0,31409650.34184198,29535097.050921615,1874553.2909203675,18043012.658158015,63.514578258084875,59.72397694927292,5.968080734802719,36.485421741915125
Sep-Nov 2008,2008-09-01,2008-11-30,49485256.0,31497241.50765817,29556106.436337326,1941135.071320841,17988014.49234183,63.64974954895286,59.727096160394375,6.162873249865002,36.35025045104714
Oct-Dec 2008,2008-10-01,2008-12-31,49517210.0,31531502.642278202,29528328.850192975,2003173.7920852266,17985707.357721798,63.67786602330422,59.632456776528755,6.3529284183219445,36.322133976695774
Nov-Jan 2009,2008-11-01,2009-01-31,49549890.0,31596411.681086913,29539079.323595382,2057332.3574915288,17953478.31891309,63.766865438221785,59.614823208679944,6.511284820114602,36.23313456177822
Dec-Feb 2009,2008-12-01,2009-02-28,49582237.0,31557722.836700063,29429317.12312717,2128405.713572895,18024514.16329994,63.64723486901178,59.35455700219248,6.744484462920959,36.352765130988224
Jan-Mar 2009,2009-01-01,2009-03-31,49614984.0,31600721.964106727,29366018.245031934,2234703.719074792,18014262.035893273,63.691891877072315,59.18780150172363,7.071685645704714,36.30810812292769
Feb-Apr 2009,2009-02-01,2009-04-30,49647520.0,31568237.6415762,29271826.517162234,2296411.12441397,18079282.358423796,63.58472214035304,58.959292462467886,7.274435622562395,36.41527785964696
Mar-May 2009,2009-03-01,2009-05-31,49679801.0,31549816.07934063,29155207.6029957,2394608.4763449226,18129984.92065938,63.50632539639325,58.68624071782354,7.589928481113885,36.49367460360676
Apr-Jun 2009,2009-04-01,2009-06-30,49712262.0,31535865.535067506,29087482.072181687,2448383.462885813,18176396.464932494,63.43679459821705,58.51168484785843,7.763806134203737,36.56320540178295
May-Jul 2009,2009-05-01,2009-07-31,49745042.0,31495943.364901584,29017697.47602176,2478245.8888798235,18249098.635098413,63.31473871285822,58.33284345407078,7.868460582900109,36.68526128714177
Jun-Aug 2009,2009-06-01,2009-08-31,49781876.0,31559659.67900064,29075863.60107086,2483796.077929775,18222216.320999358,63.39588262804848,58.40652449712995,7.870161158874786,36.6041173719515
Jul-Sep 2009,2009-07-01,2009-09-30,49819529.0,31544627.059093572,29069187.595632117,2475439.463461455,18274901.940906428,63.317794632489544,58.34898117088204,7.8474202875314845,36.682205367510456
Aug-Oct 2009,2009-08-01,2009-10-31,49857122.0,31567808.703098148,29083933.92915631,2483874.7739418354,18289313.296901852,63.3165482417901,58.33456237035966,7.868378820028966,36.6834517582099
Sep-Nov 2009,2009-09-01,2009-11-30,49893665.0,31546786.712612934,29092061.29648769,2454725.416125247,18346878.287387062,63.228040498955,58.308126485572245,7.781221708846202,36.771959501044996
Oct-Dec 2009,2009-10-01,2009-12-31,49931539.0,31554268.322796512,29101654.14043649,2452614.1823600233,18377270.67720349,63.195064591933594,58.28311068168055,7.772685955732086,36.80493540806641
Nov-Jan 2010,2009-11-01,2010-01-31,49968447.0,31491108.957896277,29057114.23899348,2433994.7189028007,18477338.04210372,63.021988571900735,58.150925200844206,7.729148954890919,36.97801142809926
Dec-Feb 2010,2009-12-01,2010-02-28,50005890.0,31520476.234484658,29024163.994060695,2496312.2404239606,18485413.765515342,63.03352711947464,58.041490700516874,7.919652678638451,36.96647288052536
Jan-Mar 2010,2010-01-01,2010-03-31,50042919.0,31538674.695241414,29012557.192340985,2526117.502900427,18504244.304758593,63.023251491867235,57.97534950417458,8.009586729025015,36.97674850813278
Feb-Apr 2010,2010-02-01,2010-04-30,50079796.0,31557140.321695417,29047598.05233167,2509542.269363748,18522655.678304583,63.01371579408075,58.00262854970829,7.952375417358229,36.986284205919254
Mar-May 2010,2010-03-01,2010-05-31,50117470.0,31651390.506291743,29143686.59779103,2507703.9085007124,18466079.493708253,63.15440605100725,58.15075381457011,7.922887015034062,36.84559394899274
Apr-Jun 2010,2010-04-01,2010-06-30,50154727.0,31679509.099613838,29191922.66525341,2487586.4343604315,18475217.900386162,63.163556048493376,58.20373155506042,7.852351583284964,36.83644395150663
May-Jul 2010,2010-05-01,2010-07-31,50192020.0,31813114.00891564,29325225.930224456,2487888.078691182,18378905.991084363,63.38281266407616,58.42607237211106,7.820322392815586,36.617187335923845
Jun-Aug 2010,2010-06-01,2010-08-31,50230466.0,31815316.72765316,29339442.913697824,2475873.813955332,18415149.272346847,63.33868518690063,58.40965702706764,7.78201843831829,36.66131481309938
Jul-Sep 2010,2010-07-01,2010-09-30,50268233.0,31855612.343384475,29385322.428071626,2470289.915312855,18412620.65661552,63.37125942617572,58.457042697465866,7.7546458334707395,36.62874057382427
Aug-Oct 2010,2010-08-01,2010-10-31,50306606.0,31820846.070625916,29307905.834878422,2512940.235747492,18485759.929374088,63.253812174540094,58.25856316937465,7.897150912235509,36.74618782545991
Sep-Nov 2010,2010-09-01,2010-11-30,50344412.0,31785527.83843843,29283658.217925094,2501869.6205133335,18558884.16156157,63.136158663325794,58.16665058661346,7.871096661442908,36.863841336674206
Oct-Dec 2010,2010-10-01,2010-12-31,50383026.0,31827057.5907908,29324410.555294417,2502647.035496386,18555968.4092092,63.1701986117126,58.202956200555356,7.863268630338388,36.8298013882874
Nov-Jan 2011,2010-11-01,2011-01-31,50420201.0,31915209.19644013,29391159.378537785,2524049.8179023503,18504991.803559866,63.298456895164165,58.2924280260957,7.908611227852727,36.70154310483583
Dec-Feb 2011,2010-12-01,2011-02-28,50459521.0,31933656.776474874,29441982.322347827,2491674.4541270514,18525864.223525126,63.28569146836506,58.3477245500365,7.802659343300254,36.71430853163494
Jan-Mar 2011,2011-01-01,2011-03-31,50496738.0,31924296.87094841,29441076.06741219,2483220.803536227,18572441.12905159,63.220513117002554,58.302926552230346,7.778466706955088,36.779486882997446
Feb-Apr 2011,2011-02-01,2011-04-30,50535104.0,31897275.95143897,29435768.16536939,2461507.7860695836,18637828.04856103,63.11904681434706,58.24815986402124,7.716984327492512,36.88095318565295
Mar-May 2011,2011-03-01,2011-05-31,50573731.0,31966928.784368016,29466488.69456456,2500440.089803457,18606802.21563198,63.208563323848935,58.264415363312935,7.82195908362077,36.791436676151065
Apr-Jun 2011,2011-04-01,2011-06-30,50610976.0,31986284.161895186,29446562.507604,2539721.654291189,18624691.838104814,63.20029110265565,58.182166863575205,7.940033426316909,36.79970889734435
May-Jul 2011,2011-05-01,2011-07-31,50649555.0,31901319.149972238,29345106.206350274,2556212.9436219605,18748235.850027762,62.984401639801646,57.937540036334525,8.012875366077722,37.015598360198354
Jun-Aug 2011,2011-06-01,2011-08-31,50678151.94362791,31910879.558585413,29299995.25673787,2610884.3018475394,18767272.3850425,62.9677254097222,57.81583213478238,8.181799868769515,37.032274590277815
Jul-Sep 2011,2011-07-01,2011-09-30,50705536.88725582,31945444.82504453,29283237.263230577,2662207.561813956,18760092.062211283,63.00188655151309,57.75155744498298,8.333606172629795,36.998113448486905
Aug-Oct 2011,2011-08-01,2011-10-31,50733393.83088371,31982103.092189495,29304325.299033895,2677777.7931556003,18751290.73869422,63.03954984521564,57.76141331431099,8.372738295029615,36.96045015478436
Sep-Nov 2011,2011-09-01,2011-11-30,50762146.77451163,32044295.979642667,29330541.730017904,2713754.2496247613,18717850.79486896,63.126360912168025,57.78034144281931,8.468759155603776,36.87363908783198
Oct-Dec 2011,2011-10-01,2011-12-31,50789902.71813953,32038392.55877936,29348519.159851015,2689873.3989283405,18751510.15936017,63.08024005593714,57.78416100287044,8.395781386326902,36.91975994406286
Nov-Jan 2012,2011-11-01,2012-01-31,50818046.66176744,32029991.26500223,29354111.05812268,2675880.206879548,18788055.39676521,63.028772983318426,57.76316286514612,8.354295774670927,36.97122701668157
Dec-Feb 2012,2011-12-01,2012-02-29,50846398.60539535,32046953.06201549,29389930.3502971,2657022.7117183884,18799445.543379854,63.026987045283015,57.80140021004067,8.291030684185998,36.97301295471698
Jan-Mar 2012,2012-01-01,2012-03-31,50874380.549023256,32100515.453512114,29464048.589332663,2636466.864179447,18773865.09551114,63.09760454494303,57.91529699499869,8.213160526962788,36.90239545505696
Feb-Apr 2012,2012-02-01,2012-04-30,50902904.49265115,32130749.656111185,29503473.391948998,2627276.2641621907,18772154.83653996,63.12164301105824,57.96029457652738,8.176828403574113,36.87835698894175
Mar-May 2012,2012-03-01,2012-05-31,50930198.43627906,32178682.132950105,29577401.393320955,2601280.7396291555,18751516.303328957,63.18192962316891,58.07438867595715,8.083863499697253,36.8180703768311
Apr-Jun 2012,2012-04-01,2012-06-30,50958392.37990697,32260653.90807319,29681224.749316484,2579429.1587567115,18697738.471833773,63.307832922911544,58.24599906534703,7.995588577053649,36.69216707708845
May-Jul 2012,2012-05-01,2012-07-31,50986530.32353487,32362447.504125707,29759638.435155664,2602809.0689700437,18624082.81940916,63.4725432359682,58.367647781317864,8.042683015980872,36.527456764031804
Jun-Aug 2012,2012-06-01,2012-08-31,51016626.60776146,32350224.919026077,29796179.590825737,2554045.3282003407,18666401.688735377,63.411140779160114,58.404840876508814,7.894984763145294,36.58885922083988
Jul-Sep 2012,2012-07-01,2012-09-30,51047136.891988054,32320217.28449973,29777814.13395777,2542403.150541965,18726919.60748832,63.314456504949355,58.33395553009253,7.8662934972323395,36.685543495050645
